Nazwa,Kcal,Bialko,Weglowodany,Tluszcz
"Mieszanka owocowa - Tesco",37,1,6.4,0
"Kluski Eliaszki",134,5,22,3
"Sałatka ze śledziem - Komers",132,4.6,2.9,11.9
"Chleb Stevig",255,11,36,6.5
"Szyjki raków smażone na maśle",169,8,3,14
"Kubuś Go multiwitamina",51,0,12,0
"Sushi set migitaki",130,5,25,2
"Zupa tajska pieczarkowa z makaronem ryżowym i mlekiem kokosowym",53,4.7,5.8,1.8
"Lody Carte D'Or Muffin",220,4,32,9
"Filety z makreli w sosie pomidorowym King Oscar",197,12,3.5,15
"Sok Multi Vitamin -  Capri-Sonne",45,0.5,11,0.5
"Sałatka warstwowa z kalafiora",76,3.6,5.1,4.7
"Serek homogenizowany Danio pistacjowy - Danone",140,14.9,5.4,6.5
"Noga z kaczki",273,16.8,0.1,22.8
"Lody Top Milker - joghurt i mango",137,2.6,23,3.9
"Koktajl białkowy - malinowy",261,18,23,9
"Lody Carte D'or Vanilla & Pear",180,2,32,4
"Chleb Tygrysek",260,4.7,47,3.6
"Jogurt truskawkowy pitny milko",312,11.6,48,8
"Baton lewy sierpowy",387,10.7,53.6,18.2
"Ser żółty mocny - Brest Litowsk",313,24.7,0.2,23.8
"Mleko almarai haf cream",44,2.8,4.7,1.5
"Makrela w galarecie Seko",98,8.7,4.8,5
"Nasiona amarantusa",400,14.5,66.2,6.5
"Chrupki curly",500,13,56,24
Melisa,1,0,0.2,0
"Baton Crunchy śliwkowy w polewie jogurtowej",403,4,61.3,15.8
"chleb tostowy pszenny pełnoziarnisty Kaufland",239,8.2,43,2.5
"Wędlina Kipfilet zwagerman",109,17.9,2.6,3
"Budyń smak śmietankowy z białą czekoladą",104,3.3,18.2,2
"Baton Aero Mleczny",544,7.1,55.7,32.5
"Chleb żytni - Piekarnia Rogalik",323,8.3,36.3,12.6
"Tortilla z ziarnami",340,8.1,55.2,9.1
"Sałatka nadwiślańska",24,0.5,4.7,0.1
"Mięsny przysmak - Biedronka",150,17,1.1,8.8
"Ciasteczka Fun Cookies orkiszowe",428,6,81,10.1
"Sos ognista salsa",100,0.6,21,0
"Ciasteczka owsiane kakaowe bez dodatku pszenicy",469,10,57.1,20.7
"Koktajl Smoothie Kiwi Ogórek Limetka",60,0.6,12.4,0.3
"Tuńczyk Statesman",81,18,0.1,1
"Ciasteczka owsiane jabłkowe",396,5.4,66.9,14.7
"Spód do pizzy",248,6.6,44.1,5.1
"Krewetki indyjskie - Biedronka",51,12,0,1
"recovery drink",369,22,70,0.1
"Napój sojowy z wapniem naturalnym - Alpro",32,3.3,0.3,1.9
"Baton Danusia Classic",473,4.4,57.6,24.3
"Napój mleczny Milk IT! waniliowy - Biedronka",74,3.1,12.4,1.3
"Baton Maciek toffi - Wawel",462,5.4,62,19.3
"Pasta sojowa z pieczarkami - Orico",189,9.7,11.4,11.6
"Salami snacks",540,25,0.2,48.6
"pasta serowo-tuńczykowa",80,14,3,1
"Pomidory duszone  z ciecierzycą",200,13,24,8.4
"Kisz z brukselką",250,10,13.9,17.7
"Chleb pro fit - SPC",308,24.4,6.6,17.9
"Lasagne Mama Mancini",162,8.4,10.6,9.4
"Ciasteczka owsiane BIO bezcukrowe",320,7.1,75.4,0.5
"Stek wegański - Wirginia",231,26,7,10
"Indyk pieczony z żórawiną",100,15.6,1.4,3.5
"Kiełbasa sucha pleśniowa",469,26,3,39
"Warzywa na patelnię bataty i marchewka - Frosta",110,0.8,8.5,7.5
"Placki warzywne Stefana",148,5.9,18.4,5.9
"Baton Fit Musli pomarańczowy w czekoladzie",410,6.6,61.4,15.3
"Jogurt typu greckiego - Yeo Valley",106,4.7,13.2,3.8
"Napój grzaniec zimowy - Hortex",42,0.1,10.4,0
"Serek podpuszczkowy Brie",288,18,0.2,24
"Gorąca czekolada (proszek)",401,5.4,75.4,7.5
"Chipsy Crunchips Tugeza ser-czosnek - Lorenz",522,8,50,31
"Pieczywo chrupkie lekkie razowe z miodem - Sonko",390,6.8,86.7,1.1
"Złote krewetki w panierce - Frosta",277,11.4,25.5,14.4
"Ciasteczko go truskawka",410,5.1,74.1,10.1
"APTONIA Mus Fruit&Sport bananowo-jabłkowy",82,0.5,20,0.5
"Byczki w sosie pomidorowym (konserwa)",118,12,4,5.6
"Kasza gryczana surowa - Lewiatan",357,12.6,70.1,3.1
"Steki rybne z fileta z panierką - Frosta",176,13.8,13.8,7.2
"Lody McFlurry Hit Karmel",550,9.1,90,17
"Kanapka McTost pieczarki i ser - McDonald's",250,11,37,7
"Makaron spaghetti Pastani (nieugotowany) - Doskonały Smak",358,15,70,1.6
"Łosoś filet z sosem chili i żurawiną",209,14,5,15
"Jajo r.S",139,12,1,10
"Sałatka po pekińsku z szynką",174,2.3,11,13
"Ciastko Chocolate Brownie Sundae",217,3.7,18.4,14.1
"Ciasto do pizzy z sosem - Aldi",181,6.7,30,3.4
"Deser z Koroną - Zott",96,1.4,16.8,2.5
"Sałatka polska - Lisner",236,1.7,10.6,20.4
"Chipsy grubo krojone wasabi - Lay's",520,6,53,31
"Kasza manna (Lestello)",348,8.7,74,1.3
"Tuńczyk z pomidorami",99,11.6,5.1,3.6
"Wafelek Góralki",552,8,54,34
"Baton Kit Kat Family Pack",506,6.5,62.2,25.5
"Napój pomarańcza z mango",46,0,11.4,0
"Wafelek Zośka kokosowa",510,6,59,28
"Szynka Bierwurst",271,15,1,23
"Kotlety sojowe mielone (nieugotowane)",330,35,41,2
"Baton KitKat Pop Choc",521,6.1,57.8,29.3
"Chipsy Stix Ketchup - Lay's",515,5.8,52.9,30.2
"Mieszanka bakaliowa ze smażonych orzechów, rodzynek, orzeszków ziemnych i płatków kukurydzianych - Felix",502,13,45,29
"Mleko zagęszczone z magnezem light 350g - Netto",89,6,11,3
"Dżem owocowy - Albert",47,1.5,6.5,0.7
"Shake vegan",130,13,16,3.5
"Makaron z pszenicy durum Pastani",176,7.9,30,1.6
"Płatki Magusie Podusiaki czekoladowe - Biedronka",471,6.4,66.9,17.3
"Sok z mandarynek - Smak Natury",50,0.5,5.3,0
"Chleb wielkopolski",252,5.6,53.2,1.7
"Sałatka z suszonymi pomidorami i słonecznikiem",106,12,5,4
"Śmietana sojowa single - Alpro",151,2,1.2,15
"Lody Magnum Vanilla & Chocolate",250,3,32,11
"Jogurt naturalny (Yoghurt natural) - Glenisk",66,5.2,6.8,2
"Baton Lion Peanut - Nestle",500,8,56.3,27
"Ciastka Tastino Sasanki - Lidl",485,6,68,20
"Buche de chevre - ser kozi",309,20,1,25
"Kanapka Zinger Podwójny KFC",590,40.8,40.8,29
"Sernik jaglano kokosowy ze słonecznikiem",106,3,22,2
"Cukierki Lodowe",601,2.6,50,43
"Pieczywo chrupkie żytnie z ziarnami słonecznika i płatkami owsianymi - Ryvita",348,10.1,57.2,8.8
"energy bar chlorella",357,8,51,12
"Sałatka warzywna z brokułem - Tesco",154,2,11,11
"Baton Mimi o smaku kokosowym",470,6.7,47.2,28.3
"Ser smażony niemiecki w krążkach",113,27,0,1
"Cebula z mąką smażona na oleju roślinnym",590,6,42,44
"fasola biała jaś biedronka",135,10,26,0
"Sos Samba - Hellmans",370,0.7,19,32
"Napój kokosowy z dodatkiem ryżu - Alpro",20,0.1,1.9,0.9
"Deser twarogowy kakaowy",157,13.4,11.9,6.4
"Mix nasion prażonych (słonecznik,dynia,pinia)",589,23,16,47
"Ptasie mleczko cytrynowe - Magnetic",397,3,60,15
"Galaretka bez cukru - Celiko",44,10.7,0.1,0
"Płatki owsiane gluten free z mlekiem i otrębami - Provena",206,7,32,5
"Mieszanka warzywna meksykańska - Tesco",97,3,10,5
"Napój Green Ice Tea Lime & Mint - Lipton",19,0.5,4.7,0.5
"Zupa krabowa (po przyrządzeniu) - Vifon",72,1,9,3
"Lody jogurtowo-morelowe i mango",174,1.6,32.7,3.9
"Makaron Tortellini al formaggio - Primo Gusto",373,13,62,7.5
"Baton z twarożku w polewie o smaku waniliowym - Vilvi",370,14.5,22.7,24.3
"Sos czosnkowy - McDonald's",167,0,7,15
"Wafelek Oryginał Góralki mleczne",550,7,54,34
"Wafle ryżowe - Kaufland",374,8.5,73.3,3.3
"Sałatka z jajkiem i śmietaną",26,1.6,1.6,1.6
"Deser Monte Cacao Cookies - Zott",210,3.2,19.6,13
"Mix strączkowy",319,24,43,2
"Wafle w polewie - Netto",535,6.4,57.2,30.6
"Wafelki kakaowe - Tasso",519,8.9,50,31
"Wafelki kakaowe w czekoladzie Pryncy pałki - Wedel",536,6.1,57,31
"Fitness warzywny (mieszanka świeżych warzyw) - Paweko",52,2.5,6.4,1.7
"Lody Frostello w wafelku - Biedronka",199,3.3,27.6,8.3
"Serek homogenizowany poznański - Naramowice",114,8.2,4.5,7
"Herbatniki z cukrem - Familia",450,6,68,17
"Zupa jarzynowa - Zielony Ogródek",44,2,6.9,0.5
"Przyprawa do dań z ziemniaków - Kamis",182,9.3,20,3.6
"Soya Pro - Activlab",342,81,0,2
"Budyń śmietankowy - Biedronka",97,3,17.2,1.7
"Chipsy Tasty o smaku kebaba - Top",541,5.6,49,35
"Jogurt pitny truskawkowy Fruit Jumbo - Lidl",82,3.1,14.1,1.5
"Kefir naturalny 0% - Łapy",27,3.2,3.4,0
"zupa krem z warzyw z oliwą z oliwek",38,0.7,6,1
"Mleko Wypasione czekoladowe - Mlekovita",74,3,12,1.5
"Zakwas Żur koncentrat w butelce",55,1.9,10.6,0.4
"Płatki Mlekołaki Figuraki Choco - Lubella",460,5.7,66.9,17.1
"Płatki owsiane o smaku muffinki z mlekiem i rodzynkami - Nesvita",394,10.5,69,7.1
"Ciastka Hafer Cookie",121,1.6,16.5,5.3
"Banan w czekoladzie - Figaro",378,2,68,10
"Płatki Mlekołaki muszelki czekoladowe - Lubella",391,12,71,4.8
"Ciastka breakfast biscuits - Tesco",465,8.1,67.6,17
"Jogurt Jogobella jagoda-smak wanilii - Zott",78,2.3,14.2,1
"Paluszki rybne - Kapitańskie",171,12,14,7
"Lody Big Milk YOGURT TROPICAL",157,2.1,26,4.5
"Napój pomarańczowy (nektar) - Riviva",44,0.5,11,0.5
"Serek orzechowy puszysty - Capresi",230,5.5,15.9,16
"Majonez dietetyczny",92,10.4,2.7,4.5
"Tuńczyk w kawałkach - Carrefour",85,20,0,0.5
"Baton Fitness Delice Milk Chocolate - Nestle",381,6.3,68.4,7.1
"Pasztet z królikiem - Kraina Wędlin",238,15.5,8,16
"Zupa porowa z serem topionym zabielana",39,1,2,3
"Kanapka McMuffin Wieprzowy z Jajkiem - McDonald's",255,13.8,14.7,15.3
"Pasztet z soczewicy i kaszy jaglanej ze śłiwką",313,8.4,36.3,15.6
"Jogurt naturalny - Albert",54,5.7,5,0.9
"Baton Monte - Zott",452,5.8,43.8,27.8
"Kubełek kebaba",175,9.2,13.7,9
"Zupa śródziemnomorska",362,18.8,37.8,17.3
"Olej palmowy 100% ekologiczny (nierafinowany) - Look Food",900,0,0,100
"Sos gruziński Adżika",39,1.1,8.8,0.3
"SMART FOOD risotto w sosie z grzybami",358,18,52.2,7.1
"Miso Soup - Akadashi (japanese)",178,11.9,18.6,6.2
"Kanapka Wieśmac - McDonald's",256,12.9,14.3,16.1
"Lasagne z warzywami i kurczakiem",123,7,10,6
"Cordon bleu z sosem grzybowym - Baroni",240,9.2,18.8,14
"Musli Chocolate & Raisin - Nestle",394,5.6,66.8,9.8
"Ciastko Belgian Chocolate Browni",439,5,52,23
"Baton Fitness Delice White Chocolate - Nestle",389,5.9,69.2,8
"Parówki Drobisie - Drobimex",236,13.1,2.2,19.4
"Jogurt - McDonald's",230,6,28,11
"Lody Kokosowe Yee Kwan",191,3.6,22.2,9.7
Szpecle,138,4.5,25,2.1
"Strzałkowo ser biały",215,14,4.2,16
"Kasza Manna Razowa - Symbio",348,8.7,76.7,1.3
"Otręby żytnie prażone - Melvit",319,13,49,2.6
"Mleko kokosowe - Suree",129,1.3,1.8,13
"woda imbirowa bioway",26,0,6,0
"Szynka Sarmacka Gold Seria Premium - Sokołów",245,33,3.4,11
"Kotlet z cieciorki",227,10,20,10.5
"Paluszki rybne Meksykańskie - Frosta",241,12.4,25.6,9.4
"Pulpety (kulki mięsne)",136,8,6,11
"zapiekanka ziemniaczana z łososiem",624,31,59,31
"Mix bakalii rodzynki, goja, ananas, migdały",398,8,62,11
"Choco Drink - napój kakaowy instant",379,5,80,3
"Płatki ryżowo-pszenne z czekoladą i orzechami Active flakes (Sante)",385,8.8,73.1,6.4
"Makaron z brokułami w sosie beszamel",150,6.4,16.5,6.4
"Makaron z mąki kukurydzianej Penne - Pastani",345,5.5,79,0.8
"Sorbet czarna porzeczka - Augusto",138,0.5,31,0.5
"Musli czekoladowe - Master Crumble",420,9.9,63.4,12.5
"Tuńczyk biały w słoiku - Lidl",212,26,0,12
"Sos chilli",138,0,35,0
"Flaki (po przyrządzeniu) - Amino",80,1.5,11,3.5
"Wafelki kukurydziane z solą morską",398,8.8,79.9,3.8
Baryłki,437,3.4,58.4,18.3
"90% kolagenu+NCN rybiego +0% wit C",352,88,0.1,0.9
"Serek topiony z łososiem i koprem",272,10,2,25
"Mleko milch halbfett laktosefrei - Nom",49,3.4,4.8,1.8
"Menemen (turecka jajecznica z pomidorami)",108,5.1,5.6,7.6
"Zupa błyskawiczna Makarą Chilli Con Carne - Winiary",64,1.2,8.3,2.9
"Płatki z ryżu i pełnego ziarna pszenicy z owocami egzotycznymi - Just Fit",353,5.9,71,3.6
"Brioszka z czekoladą",376,9.3,51,14.5
"Fasola adzuki gotowana (bez soli)",128,7.5,24.8,0.1
"Serek Fromage frais vanille - Casino",79,7,12,0.3
"Koreczki myśliwskie Seko",222,7.9,4.7,19
"Jogurt 0,1% wiśnia - Netto",61,3.5,11.5,0.1
"Filety śledziowe w sosie śmietanowym - Top Fish",298,5.9,5.9,27.8
"Jogurt owocowy Taillefine - Danone",41,3.8,6.1,0
"Kawa Mokate 3w1 Classic",454,0.5,83,12
"Koncentrat pomidorowy eko",92,4.9,14.5,0.6
"Baton energetyczny Eat Natural date & walnut",434,9.1,46.6,18
"Sałatka hawajska piotr i paweł DOM",213,4.3,13,17
"Pyszny budyń",67,1.9,14,0.2
"Zupa błyskawiczna Pięć smaków",72,1.3,9.4,3.2
"Ciastka Specjały mistrza Felicjana - Oskroba",45,1,4,2.7
"Ser carski wędzony - Bluedino",343,26,1.3,26
"Ser owczy - Bulgar",438,23,1,38
"ciastka milka choc & choc",470,5.7,61,23
"Pianki Smerfy - Haribo",332,4,80,1
Tagliatelle,144,4.9,29.5,0.5
"Pasta do kanapek z papryką - Vitamedica",188,12,29,3
"prsto eko ICA",600,4.3,1.2,62
"Baton kruchy Crispinada - Biedronka",483,6.6,62,23
"Ciastka z orzechami arachidowymi",540,1.3,61.3,30.2
"Ciastka Briolino",368,8.1,46.6,16.1
"Salami wyborne",417,24.5,1,35
"Chipsy błonnikowe o smaku pizzy - Sonko",395,8.7,61.3,12.5
"lod nogger",320,2.6,30,21
"Sałatka ziemniaczano-krabowa z ananasem",69,3,9,3
"Sałatka Caprese duża - Salad Story",330,20,13,24
"Żelki Starmix - Haribo",342,6.6,77,0
"Cukierek Tiramisu - Wawel",655,7.8,65,38.5
"Pizza Vegetable Feast - Asda",223,8.6,28.8,7.6
"Kukurydza konserwowa - Auchan",109,2.9,20,1.2
"Chipsy truskawkowe",349,7.8,59.3,4.2
"Zupa krem z cukinii - Vitalia",50,1,4,4
"Mleko sojowe - Lactasoy",88,2.8,10.8,3.6
"Pomidory koktajlowe z czosnkiem",23,1.3,4,0
"Ciasteczko kruche Maltikeks z mleczną czekoladą",476,6.8,68.4,19.2
"Jogurt wieloowocowy - Aktiplus",77,3.1,14.2,0.9
"Tuńczyk w wodzie (konserwa)- Lidl",101,24,0,1
"Hummus z czarnej fasoli",192,10.7,25,7.1
"Jogurt Ale fantazja - Bakoma",80,1.7,16.1,1
"Chipsy Chrup Topinambura - Crispy Natural",203,8.9,2.6,0.4
"Kaszka manna z kawałkami owoców - Dr. Oetker",89,3,17,1
"Tuńczyk w oliwie - Nostromo",204,22,0.5,13
"Orzeszki ziemne w czekoladzie - Monti",493,8.9,59,24
"Margaryna Aktiv - Aldi",351,0,0,40
"Placuszki jogurtowo-razowe z owocami",113,5.6,17.8,2
"Jogurt Joguś do picia - Krasnystaw",70,2.8,10.6,2.6
"Ser do rwania Cheestrings",304,23,3,23
"Sałatka ryby i owoce morza",181,64,8.8,13.4
"Tortilla wrap bezglutenowy - Schar",299,7.1,49,6.2
"Płatki ryżowe błyskawiczne ( Lastello )",349,7.9,77,1
"Mieszanka bakaliowa Mix sport vital",428,9.1,45,22
"Sos do hamburgerów",263,17,6.2,20
"Gulasz - Pamapol",146,8.9,5.2,10
"Falafel curry - BIO",338,12,57,3.6
"Deser - Bon Creme",178,2,16,11
"Serek twarogowy - Morirsons",74,9.7,5.2,1.6
"Deser Fruttina owoce leśne i sos waniliowy - Dr. Oetker",100,1.2,20.8,1.1
"Baton Ultra Almond - Aptonia",456,9.2,61.3,18.5
"Bliny Gryczane",246,10.6,42.2,4.3
"tortellini z czosnkiem i ziołami",171,6.1,21.2,6.2
"Surówka jesienna - ZPH Witamina",81,0.9,11.3,3.4
"Fasola borlotti (konserwa)",84,5.4,14.5,0.3
"Deser Paradis waniliowy - Dr. Oetker",146,4,15.9,7.4
"Słodka chwila - Świat pralin - budyń z płatkami czekolady - smak malina w czekoladzie - Dr. Oetker",80,1.8,15,1.3
"Burger wegetariański buraczany",167,5.2,20.5,8.3
"Kotlet z łososia",170,15,7,10
"Jogurt Jogobella koktajl banan-kiwi - Zott",77,2.7,12,1.5
"Lody Guliwer classic w mlecznej czekoladzie bez orzechów",315,3.2,31,20
"Mleko czekoladowe - Łaciate",67,3.1,10.4,1.4
"Chlorella RV",410,58,23,9
"Jogurt esencia z truskawką - Muller",92,4.5,15.7,0.9
"Serek twarogowy Fromello z chrzanem - Pilos",214,5.7,5,17
"Oliwki czarne Kalamata - Melissa",262,2,2,27
"Ser bułgarski  typu feta",313,17,1.1,27
"Złote paluszki serowe - Frosta",339,18.9,21.1,19.6
"Musli Chocolate - Nestle",393,6.2,65.2,9.8
"Pierogi Ravioli z pomidorami - Lidl",180,7,33,1.7
"Chleb książecy - Biedronka",222,6.1,33.2,5.2
Rurki,426,9.2,75,9.5
"Wafelki - Hanuta",540,10,56,30.2
"Tuńczyk z dzikim ryżem i imbirem - Graal",164,9.8,14,7.4
"Ostrygi smażone (w panierce)",265,9,28.7,12.9
"Sos do makaronu Italia pomidorowy z mozzarellą - Winiary",75,2.2,7.8,3.7
"Tofu wędzony prosoya",118,11.4,0.5,7.8
"Mieszanka bakaliowa Mix bakalii - Health",398,9,62,11
"Kanapka McTost Szynka i ser - McDonald's",262,14.3,28.2,9.9
"Tuńczyk z wody - Statesman",89,21,0.1,0.5
"Ser Maasdamer 17%",275,30.6,0,17
"Lody Rolada lodowa waniliowa z czekolada - Viennetta",250,2.5,27,14
"Tuńczyk z kuskusem - Graal",202,9.5,15,11
"Szynka konserwowa - Tesco",112,19,1,3.5
"c wrap",131,4.4,18.2,4.1
"Cukierek Ginger Candy",379,0,89,2.5
"Sałatka ateńska z oliwkami",108,2.7,10.8,9
"Tuńczyk z kaszą kuskus i kasztanami Salatino - Graal",200,9,12,12
"Sok pomarańczowy - Sun made",41,1,9,1
"Jogurt Natur Musli banan-czekolada - Zott",111,5.3,9.9,5
"Roo bar inca berry",326,5.6,53,7.9
"Ser Brie Figura z ziołami",277,20.5,0.4,21.5
"Napój mleczny wanilia - Mullermilch",75,3.2,12.5,1.4
"Zupa tajska domowa",53,5,2,3
"Sos słodko - kwaśny Grill & Fun - Mikado",175,0.3,40,1
"Ser Radamer - Światowid",343,26,2,26
"Jogurt pitny Jovi 0%",41,3.7,6.2,0.5
"Tagliatelle pomodoro",79,9.5,2.8,3.2
"Wafelek Tofelek Tastino - Lidl",461,5.2,67.6,18.4
"Baton Balisto",500,6.6,62,24.2
"Pierogi ruskie - Magdalena",193,6.9,32.9,3.8
"Tortelloni z mięsem - Lidl",211,8.5,29.5,6
"Sok jabłko-kiwi-gujawa",50,0.4,11.3,0.1
"Ciasteczka piernik w glazurze - Piernikowy smakołyk ciastka - Tago",383,6,75,7
"Jogurt do picia",70,2.6,20.8,2.8
"Jogurt Jogobella serek truskawka - Zott",134,6,15,5.5
"Grzyb Mun (suszony)",306,4.9,70.2,0.6
"Szynka łososiowa wędzona",174,21,0,10
"Serek homogenizowany Jogobella o smaku waniliowym - Zott",136,6,15.5,5.5
"Baton energetyczny - Ale",471,10,48,26
"Czekolada Cappuccio - Schogetten",573,4,53,38
"Kasza kuskus Couscous - Lidl",211,3.5,35.2,5.9
"Rolada z kurcząt - Drobimex",140,15,3,8
"Jogurt Piątuś truskawkowy - Piątnica",100,7,11,3
"Kluski ziemniaczane w stylu niemieckim",189,5,42,1
"Szprot w oleju słonecznikowym - Ocean Steamer",329,20.4,0,27.5
"Gulasz cielęcy - Lidl",183,10.6,6.5,13.7
"Ser żółty wegański do pizzy - Viotros",270,0,21,21
"Ciasto murzynek z fasoli",216,9,23,9
"Sos Tikka Masala Patak's",105,1.9,6.6,7.9
"Twaróg z warzywami",87,9,2.7,4
"Jogurt 7 zbóż z figami i ziarnami zbóż - Bakoma",92,2.5,15,2.5
"Sos żurawinowy - Hatherwood",181,0.4,43.5,0.1
"Ser pleśniowy Ceramont 16%",220,19,0.1,16
"Hamburger z indyka - Indykpol",215,12.2,11.2,13.5
"Sok wiśniowy - Tarczyn",46,0.5,11,0.5
"Musli czekolada/banan - Nestle",404,5.6,63.6,12.1
"Ser sałatkowy - Carrefour",192,13,7.9,12
"Wafelek orzechowy - Alpino",496,4.7,43.4,33.7
"Ser Mozzarella wiórki - Galbani",278,24,0.5,20
"Jogurt 7 zbóż z orzechami włoskimi i ziarnami zbóż - Bakoma",92,2.5,15,2.5
"Tłuszcz roślinny - Planta",900,0,0,100
"Paluszki rybne ze szpinakiem - Frosta",233,6.7,24.5,11.5
"Zupa migdałowo-marchewkowa",35,1.5,9,0.3
"Chleb domowy - Auchan",213,5.9,51.2,1.7
"Baton musli z żurawiną i pomarańczą - Vitella",412,4.3,74,10.4
"Baton corny big czekolada-banan",438,5.7,68.7,14.9
"Herbatniki Lu petitki z mlekiem i miodem",440,8.2,73,12.5
"Kiełbasa z chrzanem - Biedronka",253,12.5,1.2,22
"Szynka gotowana - Eldorado",83,14.9,2.6,1.4
"Czekolada orzechowa - E. Wedel",537,6.4,56,31.9
"Ryż biały długi - Han",349,7.9,77,0.4
"Praliny nadziewane - Biedronka",505,4.5,57,29
"Tofu czosnkowe",119,12.1,2.9,6
"Filet z pstrąga wędzony z przyprawami - Biedronka",127,20.6,0,4.7
"Szynka chlebowa - Tarczyński",253,17.1,0.9,20.3
"Agrest w czekoladzie",424,2.3,67.2,15.8
"Baton - Crownfield",441,4.5,74.7,13.3
"Placek ziemniaczany fit",43,1.4,7.1,0.8
"Pieczywo chrupkie żytnio-pszenne Country Barn - Tesco",22,0.6,4.3,0.5
"Steki rybne z mintaja - Frosta",176,16.8,13.8,7.2
"Lody Magnum BLACK ESPRESSO",300,3.5,28,19
Podlomki,387,2,85,5
"Jogurt pitny drick kvarg waniljowy",50,6.4,2.1,1
"Makaron azjatycki z kurczakiem w sosie orzechowym - Eat Me",125,6.1,10.7,6.5
"Ryż dziki & parboiled - Britta",344,8.7,74,0.8
"Masło pasłęckie",751,0.6,0.5,83
"tortilla z ziarnami Carrefour",304,8.6,49.1,7.3
"tarta z boczniaka",200,5,17,13
"Kamyczki m&m's żółte z orzeszkami",520,10,58.1,26.6
"Lody ciepłe cytryna-limonka",350,3.1,55.5,13
"Jogurt owocowy - Optiwell",50,4.4,7.9,0.1
"Sok z marakui purpurowej",51,0.4,13.6,0.1
"Ser szwajcarski typu Camembert",265,19,0.1,21
"Chipsy warzywne Vegetable Crisps Deluxe - Lidl",517,4,41,35
"Pierogi ze szpinakiem 'Kotwica'",249,6.6,45.4,5.1
"Ser warkocz - Rumcajs",237,27.5,1,13.5
"Sałatka śledziowa w sosie paprykowym",289,4.2,3.8,28.5
"Kefir naturalny Kalinka 1,5% - Muller",46,3.5,4.1,1.5
"Ser Grunlander",357,24,0.1,29
"Pasztet pomidorowy Podlaski - Drosed",195,7,4,16
"Ryż czerwony (nieugotowany) - Sonko",349,8,72,2.2
"Kawa zbożowa Caro 1 łyżeczka - Nestle",8,0,2,0
"Makaron pszenny Mie",353,11,72,1.6
Bliny,264,6.1,36,9.8
"Fusilli pasta, makaron wysokoproteinowy ugotowany - Tesco",114,20,7,0.6
"Vita buerlecithin płyn",43,0,5,0
"Ryż czerwony Duc De Coeur Specialites Francaises (nieugotowany)",373,9,76.6,2.9
"Pierś z kurczaka - Krakus",108,19,0.5,3.6
"Sos Italia neapolitański - Winiary",54,1.1,10.6,0.5
"Tagliatelle z kurczakiem i brokułami",376,20.6,25.6,21.2
"Biszkopty bezcukrowe - Mamut",363,10.5,69,4.4
"Jogurt typu greckiego truskawkowy light",84,7,14,0
"Ser owczy szopski bułgarski biały",262,15,1,22
"Pasta curry czerwona - Thai heritage",61,0,11.7,0
"Ryż preparowany - Dino",343,7,77.5,0.5
"Grzyb Rydz (mleczaj) smażony na maśle",313,1,3,33
"Napój izotoniczny Isoactive lemon",334,0,83.5,0
"Lody Belcanto o smaku waniliowym z sosem adwokatowym",86,1.2,12,3.7
"Ryba z pieca - Frosta",140,9.8,6.7,8.1
"Sok z żurawiny - Premium Rosa",31,0,5.6,0
"Wafle ryżowe naturalne - Piotr i Paweł",383,7.4,81,2.6
"Chleb Proziak",260,8,53,1
"Ciasteczka korzenne Favorina - Lidl",483,6,70,20
"śliwka angeleno",36,0.6,8.8,0.1
"Brokuły w panierce - McDonald's",264,7.6,30,12
"Mleko czekoladowe 1,5% - Netto",78,3.5,12,1.5
"ciastko amerykanin",299,6,46,10
"Kanapka z kurczakiem i serkiem pomidorowym",206,11,28,5.4
"Lody sandwich Anita (netto)",185,3.1,25.5,7.8
"Ser Mozzarella light - Vabene",165,21,2,9
"Jogurt z owowcami",90,2.5,15.5,2
"Kluski śląskie - Biedronka",279,7.1,52.7,4.4
"Zupa z dyni - Mroźna Kraina",38,1,7,0
"Zupa kalafiorowa (mrożonka) - Nordis",36,2,5,0
"Tortilla pszenna Original (Mission)",304,8,57,5
"Baton musli o smaku truskawkowym w polewie jogurtowej",350,4.9,60.2,11.3
"Oliwkowe trio",192,1.4,0.3,20
"Karkówka wołowa gotowana",484,19.7,0,43.4
"Filet peri peri",155,15,4.7,8.2
"Budyń waniliowy z naturalną wanilią - Delecta",106,3.3,18.7,2
"Baton Musli Przyjaciel - HiPP",381,5,64.1,10.7
"Masło orzechowe peanut butter green choice",623,25.6,16,48.9
"Deser jogurtowy z gruszkami - Bakoma",70,2.1,12.5,1.3
"Kiełbasa pieprzowa - Pikok",327,13,1,29
"Szynka wieprzowa wyśmienita parzona - Baroni",91,14.3,0.3,4
"Baton musli z jabłkami",305,2.9,63.5,5.4
"Napój mleczny truskawkowy - Mullermilch",73,3.5,11.6,1.4
"lody ikea",135,3,22,4
"Allnutrition protein isolate banan",364,85,2.8,1.4
"Ser kozi w solance Eridanous",296,15.5,1.6,25.3
"Baton musli z morelami",292,2.8,61.4,5.4
"Ser biały kozi Petit chevre doux",250,16,1.5,20
"Pyzy drożdżowe - Piekarnia Jacek Błaszkowiak",245,7,52,1.5
"KRK Wrap Grillowana pierś kurczka",115,8,11,4
"Żel energetyczny Olimp Fire Start",249,5.2,55,0.7
"whey class strawberry",410,76,8,7
"Nasi Goreng - Lidl",87,6.3,11.6,1.7
"Ser Ricotta - Goldsteig",181,9.2,4.5,14
